Ticker,EBIT,Operating Income,Gross Profit,Total Revenue,Net Income,EBITDA,Invested Capital,Total Assets,Current Liabilities,Total Debt,Capital Expenditure,Free Cash Flow
DLTR,-881900000.0,187200000.0,9331800000.0,30603800000.0,-998400000.0,-40900000.0,10739400000.0,22023500000.0,4696700000.0,10386900000.0,-2107600000.0,576900000.0
D,3694000000.0,3694000000.0,6958000000.0,14393000000.0,1994000000.0,6822000000.0,69797000000.0,109032000000.0,24476000000.0,44243000000.0,-10211000000.0,-3639000000.0
DPZ,848915000.0,819668000.0,1727417000.0,4479358000.0,519118000.0,929555000.0,920061000.0,1674899000.0,547350000.0,5209306000.0,-105396000.0,485468000.0
DOV,1401311000.0,1366343000.0,3084633000.0,8438134000.0,1056828000.0,1718774000.0,8566646000.0,11348513000.0,2499836000.0,3681814000.0,-192592000.0,1143753000.0
DOW,1402000000.0,2100000000.0,4880000000.0,44622000000.0,589000000.0,4013000000.0,32820000000.0,57967000000.0,9957000000.0,16447000000.0,-2477000000.0,2719000000.0
DUK,7781000000.0,7103000000.0,13756000000.0,29060000000.0,2841000000.0,13865000000.0,126690000000.0,176893000000.0,17283000000.0,80457000000.0,-12604000000.0,-2726000000.0
DD,900000000.0,1708000000.0,4233000000.0,12068000000.0,423000000.0,2047000000.0,32010000000.0,38552000000.0,3098000000.0,7741000000.0,-2380000000.0,-462000000.0
EOG,9837000000.0,8892000000.0,17573000000.0,23182000000.0,7594000000.0,13329000000.0,31706000000.0,43857000000.0,4074000000.0,4800000000.0,-6185000000.0,5155000000.0
EQT,2323158000.0,658599000.0,925880000.0,5069982000.0,1735232000.0,4072243000.0,20568313000.0,25285098000.0,2036840000.0,5841493000.0,-2019037000.0,1159813000.0
EMN,1312000000.0,1054000000.0,2061000000.0,9210000000.0,894000000.0,1810000000.0,10304000000.0,14633000000.0,2576000000.0,4846000000.0,-833000000.0,541000000.0
EBAY,3970000000.0,1941000000.0,7279000000.0,10112000000.0,2767000000.0,4373000000.0,14119000000.0,21620000000.0,4520000000.0,8228000000.0,-456000000.0,1970000000.0
ECL,2104400000.0,2103700000.0,6165300000.0,15320200000.0,1372300000.0,3028000000.0,16226500000.0,21846600000.0,4345800000.0,8733400000.0,-774800000.0,1637000000.0
EIX,3127000000.0,2728000000.0,6714000000.0,16338000000.0,1407000000.0,5848000000.0,47918000000.0,81758000000.0,8598000000.0,35311000000.0,-5448000000.0,-2047000000.0
EW,1615700000.0,1729800000.0,4625000000.0,6004800000.0,1402400000.0,1760600000.0,7247000000.0,9363200000.0,1195400000.0,694900000.0,-266300000.0,629500000.0
EA,1647000000.0,1580000000.0,5852000000.0,7562000000.0,1273000000.0,2051000000.0,9395000000.0,13420000000.0,3090000000.0,1948000000.0,-199000000.0,2116000000.0
EMR,2987000000.0,2759000000.0,7427000000.0,15165000000.0,13219000000.0,4038000000.0,28846000000.0,42746000000.0,5032000000.0,8561000000.0,-363000000.0,274000000.0
ENPH,521978000.0,461425000.0,1058388000.0,2290786000.0,438936000.0,596686000.0,2277362000.0,3383012000.0,532449000.0,1298958000.0,-110401000.0,586379000.0
ETR,2678181000.0,2660654000.0,5329436000.0,12147412000.0,2362310000.0,4922660000.0,40868714000.0,59703396000.0,6396492000.0,26246067000.0,-4711625000.0,-417297000.0
EPAM,527161000.0,527161000.0,1434026000.0,4690540000.0,417083000.0,659863000.0,3497017000.0,4352365000.0,644932000.0,171945000.0,-28415000.0,534219000.0
EFX,959300000.0,933600000.0,2930100000.0,5265200000.0,545300000.0,1579100000.0,10245300000.0,12280000000.0,2019000000.0,5711200000.0,-601300000.0,515500000.0
EQIX,1526252000.0,1450640000.0,3960478000.0,8188136000.0,969178000.0,3371390000.0,26220788000.0,32650724000.0,3162250000.0,17455113000.0,-2781018000.0,435577000.0
EQR,1144570000.0,878046000.0,1827471000.0,2873964000.0,835438000.0,2046074000.0,18438998000.0,20034564000.0,838508000.0,7702090000.0,-333540000.0,1199258000.0
ESS,643613000.0,525435000.0,1138044000.0,1669395000.0,405825000.0,1192051000.0,11628481000.0,12361427000.0,352755000.0,6270826000.0,-140371000.0,839693000.0
ETSY,306862000.0,347932000.0,1919702000.0,2748377000.0,307568000.0,398185000.0,1740102000.0,2685400000.0,710781000.0,2389516000.0,-39908000.0,665605000.0
EVRG,1277600000.0,1282400000.0,2765500000.0,5508200000.0,731300000.0,2416500000.0,22810200000.0,30976100000.0,3512600000.0,13147100000.0,-2334000000.0,-353800000.0
ES,580404000.0,2532235000.0,4846761000.0,11910705000.0,-442240000.0,1396127000.0,40928269000.0,55612245000.0,6341397000.0,26754377000.0,-4336849000.0,-2690688000.0
EXC,4431000000.0,4013000000.0,8927000000.0,21727000000.0,2328000000.0,7937000000.0,69763000000.0,101546000000.0,9591000000.0,44008000000.0,-7408000000.0,-2705000000.0
EXPE,1263000000.0,1467000000.0,11266000000.0,12839000000.0,797000000.0,2070000000.0,7787000000.0,21642000000.0,11783000000.0,6567000000.0,-846000000.0,1844000000.0
EXPD,1019828000.0,939933000.0,1245476000.0,9300110000.0,752883000.0,1087588000.0,2390350000.0,4523809000.0,1704412000.0,527733000.0,-39314000.0,1013877000.0
EXR,1309833000.0,1236873000.0,1889334000.0,2560244000.0,803198000.0,1815886000.0,25407669000.0,27456262000.0,1087587000.0,11253263000.0,-15994000.0,1386480000.0
XOM,53632000000.0,43747000000.0,84142000000.0,334697000000.0,36010000000.0,74273000000.0,242537000000.0,376317000000.0,65316000000.0,41573000000.0,-21919000000.0,33450000000.0
FMC,537400000.0,749700000.0,1831000000.0,4486800000.0,1321500000.0,721700000.0,8368500000.0,11926200000.0,3384600000.0,4105200000.0,-133900000.0,-520300000.0
META,47874000000.0,46751000000.0,108943000000.0,134902000000.0,39098000000.0,59052000000.0,171553000000.0,229623000000.0,31960000000.0,37234000000.0,-27266000000.0,43847000000.0
FDS,650273000.0,655153000.0,1112283000.0,2085508000.0,468173000.0,788001000.0,3232630000.0,3962922000.0,484251000.0,1839921000.0,-60786000.0,584787000.0
FICO,649170000.0,640889000.0,1202504000.0,1513557000.0,429375000.0,663808000.0,1173668000.0,1575281000.0,367688000.0,1901897000.0,-4237000.0,464678000.0
FAST,1532800000.0,1528700000.0,3354500000.0,7346700000.0,1155000000.0,1710100000.0,3608800000.0,4462900000.0,661300000.0,535000000.0,-172800000.0,1259900000.0
FRT,415026000.0,396589000.0,769059000.0,1132154000.0,236985000.0,736789000.0,7402864000.0,8436512000.0,297830000.0,4687717000.0,-311120000.0,244710000.0
FDX,6581000000.0,7020000000.0,18952000000.0,87693000000.0,4331000000.0,10868000000.0,47785000000.0,87007000000.0,13355000000.0,37719000000.0,-5176000000.0,3136000000.0
FFIV,537956000.0,537956000.0,2219861000.0,2813169000.0,394948000.0,650658000.0,2800232000.0,5248333000.0,1472781000.0,280986000.0,-54184000.0,599225000.0
FIS,1376000000.0,1580000000.0,3676000000.0,9821000000.0,-6654000000.0,4051000000.0,38171000000.0,55105000000.0,18318000000.0,19341000000.0,-1122000000.0,3213000000.0
FITB,,,,8543000000.0,2349000000.0,,35964000000.0,214574000000.0,,18908000000.0,-491000000.0,4018000000.0
FSLR,904255000.0,885973000.0,1300679000.0,3318602000.0,830777000.0,1212249000.0,7247775000.0,10365132000.0,1306158000.0,624389000.0,-1386775000.0,-784515000.0
FI,4902000000.0,4847000000.0,11423000000.0,19093000000.0,3068000000.0,8023000000.0,52010000000.0,90890000000.0,33552000000.0,23236000000.0,-1388000000.0,3774000000.0
FE,2491000000.0,2188000000.0,8224000000.0,12870000000.0,1102000000.0,3952000000.0,35347000000.0,48767000000.0,5386000000.0,24910000000.0,,1387000000.0
F,5285000000.0,5458000000.0,16160000000.0,176191000000.0,4347000000.0,11808000000.0,192004000000.0,273310000000.0,101531000000.0,151107000000.0,-8236000000.0,6682000000.0
FTNT,1354700000.0,1236500000.0,4067600000.0,5304800000.0,1147800000.0,1468100000.0,528900000.0,7258900000.0,3719000000.0,992300000.0,-204100000.0,1731400000.0
FTV,1114300000.0,1133700000.0,3594100000.0,6065300000.0,865800000.0,1571100000.0,13965100000.0,16911800000.0,1791300000.0,3810100000.0,-107800000.0,1245800000.0
BEN,1539400000.0,1102300000.0,4355400000.0,7849400000.0,882800000.0,1984800000.0,23201500000.0,30121200000.0,1393200000.0,11752400000.0,-148800000.0,989900000.0
FCX,6521000000.0,6225000000.0,7160000000.0,22855000000.0,1848000000.0,8589000000.0,26115000000.0,52506000000.0,5815000000.0,9853000000.0,-4824000000.0,455000000.0
GEHC,2903000000.0,2435000000.0,7922000000.0,19552000000.0,1568000000.0,3513000000.0,16575000000.0,32454000000.0,8981000000.0,9863000000.0,-387000000.0,1714000000.0
AJG,1481800000.0,1859100000.0,4245300000.0,10071900000.0,969500000.0,2178300000.0,18740300000.0,51615800000.0,31064700000.0,8317200000.0,-193600000.0,1838100000.0
IT,1279901000.0,1111071000.0,4003716000.0,5906956000.0,882466000.0,1471004000.0,3138930000.0,7835919000.0,3777719000.0,3070195000.0,-103124000.0,1052613000.0
GEV,22000000.0,-1021000000.0,4803000000.0,33239000000.0,-540000000.0,986000000.0,8004000000.0,47194000000.0,29430000000.0,,-744000000.0,442000000.0
GNRC,387927000.0,386659000.0,1365431000.0,4022667000.0,203089000.0,554529000.0,3844161000.0,5093312000.0,880771000.0,1733566000.0,-129060000.0,392610000.0
GD,4383000000.0,4245000000.0,6672000000.0,42272000000.0,3315000000.0,5246000000.0,30560000000.0,54810000000.0,16432000000.0,11083000000.0,-904000000.0,3806000000.0
GE,11309000000.0,3574000000.0,17562000000.0,67954000000.0,9481000000.0,13388000000.0,48342000000.0,163045000000.0,50876000000.0,22937000000.0,-1595000000.0,3584000000.0
GIS,3526300000.0,3673100000.0,6932100000.0,19857200000.0,2496600000.0,4079000000.0,22326800000.0,31469900000.0,7033100000.0,13315100000.0,-774100000.0,2528500000.0
GM,11314000000.0,9298000000.0,19138000000.0,171842000000.0,10127000000.0,23202000000.0,186027000000.0,273064000000.0,94445000000.0,122648000000.0,-24610000000.0,-3680000000.0
GPC,1806817000.0,1747053000.0,8290672000.0,23090610000.0,1316524000.0,2157346000.0,8307275000.0,17968454000.0,7827109000.0,4886166000.0,-512675000.0,922935000.0
GILD,7803000000.0,8810000000.0,20618000000.0,27116000000.0,5665000000.0,10496000000.0,47820000000.0,62125000000.0,11280000000.0,24987000000.0,-585000000.0,7421000000.0
GPN,1830097000.0,1853130000.0,5926898000.0,9654419000.0,986233000.0,3606789000.0,40293336000.0,50570186000.0,8125729000.0,17375822000.0,-658142000.0,1590599000.0
GL,1296582000.0,,,5447533000.0,970755000.0,,6602475000.0,28051499000.0,,2115672000.0,-49553000.0,1432872000.0
GS,,,,46254000000.0,8516000000.0,,436718000000.0,1641594000000.0,,333248000000.0,-2316000000.0,-14903000000.0
GWW,2593000000.0,2565000000.0,6496000000.0,16478000000.0,1829000000.0,2807000000.0,5415000000.0,8147000000.0,1831000000.0,2752000000.0,-445000000.0,1586000000.0
HCA,9644000000.0,9627000000.0,55066000000.0,64968000000.0,5242000000.0,12721000000.0,37819000000.0,56211000000.0,12655000000.0,41859000000.0,-4744000000.0,4687000000.0
HPQ,3485000000.0,4223000000.0,11508000000.0,53718000000.0,3263000000.0,4335000000.0,8415000000.0,37004000000.0,24488000000.0,10739000000.0,-609000000.0,2962000000.0
HAL,3941000000.0,4185000000.0,4360000000.0,23018000000.0,2638000000.0,4939000000.0,17027000000.0,24683000000.0,5608000000.0,8809000000.0,-1379000000.0,2079000000.0
HIG,3287000000.0,,,24330000000.0,2504000000.0,,19355000000.0,76780000000.0,,4362000000.0,-215000000.0,4005000000.0
HAS,-1522800000.0,191400000.0,2869000000.0,5003300000.0,-1489300000.0,-863200000.0,4527700000.0,6540900000.0,2056400000.0,3496300000.0,-209300000.0,516300000.0
PEAK,,,,,,,,,,,,
JKHY,489647000.0,480688000.0,858640000.0,2077702000.0,366646000.0,680373000.0,1883510000.0,2773826000.0,523759000.0,275000000.0,-206984000.0,174575000.0
HSY,2333375000.0,2533298000.0,4997816000.0,11164992000.0,1861787000.0,2753190000.0,8913115000.0,11902941000.0,3008352000.0,5125612000.0,-771109000.0,1552081000.0
HES,2949000000.0,2897000000.0,6473000000.0,10511000000.0,1382000000.0,5142000000.0,17599000000.0,24007000000.0,3270000000.0,9598000000.0,-4108000000.0,-166000000.0
HPE,2386000000.0,2442000000.0,10239000000.0,29135000000.0,2025000000.0,5002000000.0,33537000000.0,57153000000.0,21882000000.0,13515000000.0,-2828000000.0,1600000000.0
HLT,2156000000.0,2263000000.0,2930000000.0,10235000000.0,1141000000.0,2303000000.0,6836000000.0,15401000000.0,3722000000.0,10120000000.0,-247000000.0,1699000000.0
HOLX,787200000.0,761500000.0,2071500000.0,4030400000.0,456000000.0,1110600000.0,7835100000.0,9139300000.0,1207300000.0,2904100000.0,-150200000.0,901000000.0
HD,21867000000.0,21689000000.0,50960000000.0,152669000000.0,15143000000.0,25114000000.0,45155000000.0,76530000000.0,22015000000.0,52243000000.0,-3226000000.0,17946000000.0
HON,7924000000.0,7084000000.0,13667000000.0,36662000000.0,5658000000.0,9100000000.0,36299000000.0,61525000000.0,18539000000.0,21536000000.0,-1039000000.0,4301000000.0
HRL,1086874000.0,1057674000.0,1999841000.0,12110010000.0,793572000.0,1340185000.0,11044133000.0,13448772000.0,2311776000.0,3309248000.0,-270211000.0,777636000.0
HST,975000000.0,758000000.0,3099000000.0,5311000000.0,740000000.0,1672000000.0,10842000000.0,12243000000.0,1461000000.0,4772000000.0,-646000000.0,795000000.0
HWM,1193000000.0,1216000000.0,1867000000.0,6640000000.0,765000000.0,1465000000.0,7688000000.0,10428000000.0,1784000000.0,3835000000.0,-219000000.0,682000000.0
HUBB,1020000000.0,1038500000.0,1888100000.0,5372900000.0,759800000.0,1169700000.0,5017600000.0,6914000000.0,1323400000.0,2290000000.0,-165700000.0,715100000.0
HUM,3876000000.0,,,106374000000.0,2489000000.0,,27918000000.0,47065000000.0,,11656000000.0,-1004000000.0,2977000000.0
JBHT,1000820000.0,993196000.0,2210139000.0,12829665000.0,728287000.0,1738774000.0,5679826000.0,8538260000.0,1779421000.0,1576068000.0,-1862431000.0,-117813000.0
HBAN,,,,7360000000.0,1951000000.0,,29355000000.0,189368000000.0,,12396000000.0,-140000000.0,2517000000.0
HII,948000000.0,744000000.0,1646000000.0,11454000000.0,681000000.0,1295000000.0,6538000000.0,11215000000.0,3032000000.0,2673000000.0,-292000000.0,678000000.0
IEX,812000000.0,743400000.0,1446900000.0,3273900000.0,596100000.0,964100000.0,4867100000.0,5865200000.0,500300000.0,1445800000.0,-89900000.0,626800000.0
IDXX,1102757000.0,1097128000.0,2189970000.0,3660953000.0,845042000.0,1217665000.0,2432410000.0,3259925000.0,951547000.0,1067353000.0,-133631000.0,772879000.0
ITW,4089000000.0,4040000000.0,6791000000.0,16107000000.0,2957000000.0,4484000000.0,11176000000.0,15518000000.0,4675000000.0,8370000000.0,-455000000.0,3084000000.0
ILMN,-1040000000.0,-222000000.0,2744000000.0,4504000000.0,-1161000000.0,-608000000.0,7234000000.0,10111000000.0,1570000000.0,2262000000.0,-196000000.0,282000000.0
INCY,836766000.0,649710000.0,3440649000.0,3695649000.0,597599000.0,919426000.0,5189837000.0,6782107000.0,1240379000.0,38287000.0,-47486000.0,449001000.0
PODD,250800000.0,220000000.0,1159900000.0,1697100000.0,206300000.0,323600000.0,2148500000.0,2588200000.0,451200000.0,1415800000.0,-109200000.0,36500000.0
INTC,1640000000.0,31000000.0,21711000000.0,54228000000.0,1689000000.0,11242000000.0,154868000000.0,191572000000.0,28053000000.0,49278000000.0,-25750000000.0,-14279000000.0
ICE,3702000000.0,3963000000.0,5659000000.0,9903000000.0,2368000000.0,4917000000.0,48330000000.0,136084000000.0,84626000000.0,22912000000.0,-489000000.0,3053000000.0
IBM,10297000000.0,9374000000.0,34300000000.0,61860000000.0,7502000000.0,14693000000.0,79080000000.0,135241000000.0,34122000000.0,59935000000.0,-1810000000.0,12121000000.0
IFF,-2138000000.0,578000000.0,3681000000.0,11479000000.0,-2565000000.0,-996000000.0,24682000000.0,30978000000.0,3758000000.0,10798000000.0,-503000000.0,936000000.0
IP,803000000.0,766000000.0,5287000000.0,18916000000.0,288000000.0,2235000000.0,13948000000.0,23261000000.0,3959000000.0,5905000000.0,-1141000000.0,692000000.0
IPG,1633600000.0,1482700000.0,1814200000.0,10889300000.0,1098400000.0,1897900000.0,7144400000.0,19267300000.0,10330900000.0,4671200000.0,-179300000.0,375400000.0
INTU,3237000000.0,3141000000.0,11225000000.0,14368000000.0,2384000000.0,4043000000.0,23389000000.0,27780000000.0,3790000000.0,6689000000.0,-260000000.0,4786000000.0
ISRG,1766800000.0,1766800000.0,4729500000.0,7124100000.0,1798000000.0,2188600000.0,13307600000.0,15441500000.0,1658700000.0,,-1064200000.0,749600000.0
INVH,854485000.0,699503000.0,1456134000.0,2432278000.0,519470000.0,1528772000.0,18702023000.0,19220967000.0,200590000.0,8546052000.0,-221102000.0,885986000.0
IQV,2131000000.0,2061000000.0,5239000000.0,14984000000.0,1358000000.0,3256000000.0,19785000000.0,26681000000.0,6491000000.0,13896000000.0,-649000000.0,1500000000.0
IRM,825609000.0,1110043000.0,3122489000.0,5480289000.0,184234000.0,1618627000.0,12144818000.0,17473802000.0,2236188000.0,14787359000.0,-1345097000.0,-231530000.0
JPM,,,,154952000000.0,49552000000.0,,737011000000.0,3875393000000.0,,436537000000.0,,12974000000.0
JBL,1468000000.0,1594000000.0,2867000000.0,34702000000.0,818000000.0,2392000000.0,5741000000.0,19424000000.0,12695000000.0,3248000000.0,-1030000000.0,704000000.0
J,1084787000.0,1075237000.0,3473315000.0,16352414000.0,665777000.0,1392039000.0,9421121000.0,14617109000.0,3422561000.0,3570208000.0,-137486000.0,837277000.0
JNJ,15834000000.0,23409000000.0,58606000000.0,85159000000.0,35153000000.0,23320000000.0,98106000000.0,167558000000.0,46282000000.0,29332000000.0,-5013000000.0,17778000000.0
JCI,2017000000.0,2790000000.0,8971000000.0,26793000000.0,1849000000.0,2865000000.0,25393000000.0,42242000000.0,11084000000.0,8848000000.0,-539000000.0,1682000000.0
JNPR,429000000.0,568100000.0,3201900000.0,5564500000.0,310200000.0,623700000.0,6109500000.0,9518500000.0,2104000000.0,1699700000.0,-159400000.0,713400000.0
KLAC,4086130000.0,3994696000.0,6277749000.0,10496056000.0,3387277000.0,4501243000.0,8810489000.0,14072357000.0,3742842000.0,6063132000.0,-341591000.0,3328214000.0
K,1343000000.0,1505000000.0,4283000000.0,13122000000.0,951000000.0,1762000000.0,9048000000.0,15621000000.0,5060000000.0,6526000000.0,-677000000.0,968000000.0
KVUE,2548000000.0,2484000000.0,8643000000.0,15444000000.0,1664000000.0,3175000000.0,19497000000.0,27851000000.0,5481000000.0,8427000000.0,-469000000.0,2699000000.0
KDP,3253000000.0,3194000000.0,8080000000.0,14814000000.0,2181000000.0,3973000000.0,38867000000.0,52130000000.0,8916000000.0,14824000000.0,-481000000.0,848000000.0
KEY,,,,6215000000.0,967000000.0,,34739000000.0,188281000000.0,,22607000000.0,-142000000.0,2761000000.0
KEYS,1435000000.0,1358000000.0,3532000000.0,5464000000.0,1057000000.0,1647000000.0,6448000000.0,8683000000.0,2049000000.0,2026000000.0,-196000000.0,1212000000.0
KMB,2314000000.0,3002000000.0,7032000000.0,20431000000.0,1764000000.0,3067000000.0,8899000000.0,17344000000.0,6930000000.0,8114000000.0,-766000000.0,2776000000.0
KIM,894115000.0,582610000.0,1226682000.0,1783400000.0,654273000.0,1401380000.0,17142242000.0,18274022000.0,221545000.0,7726781000.0,,1071607000.0
KMI,4248000000.0,4248000000.0,8146000000.0,15334000000.0,2391000000.0,6498000000.0,62312000000.0,71020000000.0,7221000000.0,32006000000.0,-2345000000.0,4146000000.0
KHC,4545000000.0,5167000000.0,8926000000.0,26640000000.0,2855000000.0,5506000000.0,69558000000.0,90339000000.0,8037000000.0,20032000000.0,-1013000000.0,2963000000.0
KR,3277000000.0,3126000000.0,33364000000.0,150039000000.0,2164000000.0,7027000000.0,21802000000.0,50505000000.0,16058000000.0,19247000000.0,-3904000000.0,2884000000.0
LKQ,1449000000.0,1422000000.0,5575000000.0,13866000000.0,936000000.0,1768000000.0,10418000000.0,15079000000.0,3318000000.0,5638000000.0,-358000000.0,998000000.0
LHX,1764000000.0,2025000000.0,5113000000.0,19419000000.0,1227000000.0,2930000000.0,31890000000.0,41687000000.0,8004000000.0,13125000000.0,-449000000.0,1647000000.0
LH,768500000.0,1123700000.0,3364900000.0,12161600000.0,418000000.0,1345800000.0,12929500000.0,16725100000.0,3225200000.0,5954200000.0,-453600000.0,874100000.0
LRCX,5295672000.0,5217010000.0,7776925000.0,17428516000.0,4510931000.0,5638104000.0,13175116000.0,18781643000.0,4184918000.0,5011541000.0,-501568000.0,4677370000.0
LW,882100000.0,882100000.0,1432100000.0,5350600000.0,1008900000.0,1104900000.0,4873500000.0,6519800000.0,1360200000.0,3490700000.0,-654000000.0,107700000.0
LVS,2593000000.0,2340000000.0,5167000000.0,10372000000.0,1221000000.0,3859000000.0,18147000000.0,21778000000.0,4422000000.0,14029000000.0,-1257000000.0,1970000000.0
EL,1652000000.0,1771000000.0,11346000000.0,15910000000.0,1006000000.0,2396000000.0,13699000000.0,23415000000.0,6240000000.0,10169000000.0,-3289000000.0,-1558000000.0
LDOS,615000000.0,1302000000.0,2244000000.0,15438000000.0,199000000.0,946000000.0,8883000000.0,12695000000.0,2990000000.0,5198000000.0,-207000000.0,958000000.0
LEN,5439646000.0,5439646000.0,5940984000.0,34233366000.0,3938511000.0,5549810000.0,31564692000.0,39234303000.0,1631401000.0,4984028000.0,-99799000.0,5079939000.0
LLY,7040500000.0,10787300000.0,27041900000.0,34124100000.0,5240400000.0,8567800000.0,35997200000.0,64006300000.0,27293200000.0,25225300000.0,-7392100000.0,-3152000000.0
LYV,1244788000.0,1052576000.0,5457057000.0,22749073000.0,563280000.0,1761585000.0,6576264000.0,19074045000.0,9959903000.0,8437924000.0,-475257000.0,895537000.0
LMT,9014000000.0,8507000000.0,8479000000.0,67571000000.0,6920000000.0,10444000000.0,24294000000.0,52456000000.0,16937000000.0,17459000000.0,-1691000000.0,6229000000.0
L,2372000000.0,,,15678000000.0,1434000000.0,,24707000000.0,79197000000.0,,9003000000.0,-686000000.0,3221000000.0
LOW,11658000000.0,11557000000.0,28844000000.0,86377000000.0,7726000000.0,13581000000.0,20871000000.0,41795000000.0,15568000000.0,40145000000.0,-1964000000.0,6176000000.0
LULU,2207177000.0,2207177000.0,5609405000.0,9619278000.0,1550190000.0,2586561000.0,4232081000.0,7091941000.0,1631261000.0,1403282000.0,-651865000.0,1644299000.0
MTB,,,,9398000000.0,2741000000.0,,38147000000.0,208264000000.0,,13201000000.0,-256000000.0,3649000000.0
MGM,1933056000.0,1583503000.0,7610687000.0,16164249000.0,1142180000.0,2747184000.0,10154980000.0,42368548000.0,3126068000.0,31555428000.0,-931813000.0,1758964000.0
MSCI,1555740000.0,1384609000.0,2082339000.0,2528920000.0,1148592000.0,1714959000.0,3767964000.0,5518219000.0,1517025000.0,4627862000.0,-90851000.0,1145178000.0
MRO,2254000000.0,2006000000.0,2679000000.0,6407000000.0,1554000000.0,4465000000.0,16633000000.0,19575000000.0,3922000000.0,5428000000.0,-2033000000.0,2054000000.0
MPC,15254000000.0,12586000000.0,16506000000.0,148379000000.0,9681000000.0,18561000000.0,51687000000.0,85987000000.0,20150000000.0,28501000000.0,-1890000000.0,12227000000.0
MKTX,334683000.0,315019000.0,545621000.0,752547000.0,258055000.0,411093000.0,1292963000.0,2015067000.0,582303000.0,79677000.0,-52448000.0,281319000.0
MMC,5604000000.0,5282000000.0,9637000000.0,22736000000.0,3756000000.0,6317000000.0,25654000000.0,48030000000.0,19795000000.0,15436000000.0,-416000000.0,3842000000.0
MAR,3943000000.0,3924000000.0,5124000000.0,23713000000.0,3083000000.0,4220000000.0,11191000000.0,25674000000.0,7762000000.0,12760000000.0,-452000000.0,2718000000.0
MLM,1658100000.0,1608200000.0,2022600000.0,6777200000.0,1168900000.0,2171300000.0,12378400000.0,15124900000.0,1170200000.0,4725200000.0,-650300000.0,878100000.0
MAS,1344000000.0,1355000000.0,2836000000.0,7967000000.0,908000000.0,1493000000.0,2822000000.0,5363000000.0,1695000000.0,3206000000.0,-243000000.0,1170000000.0
MA,14214000000.0,14630000000.0,19076000000.0,25098000000.0,11195000000.0,15013000000.0,22610000000.0,42448000000.0,16264000000.0,15681000000.0,-1088000000.0,10892000000.0
MTCH,936668000.0,964627000.0,2410490000.0,3364504000.0,651539000.0,998475000.0,3822694000.0,4507886000.0,531768000.0,3842242000.0,-67412000.0,829379000.0
MKC,1006900000.0,1024200000.0,2502500000.0,6662200000.0,680600000.0,1206200000.0,9472100000.0,12862300000.0,3098900000.0,4591300000.0,-263900000.0,973400000.0
MCD,11883000000.0,11745600000.0,14562500000.0,25493700000.0,8468800000.0,13861200000.0,34638600000.0,56146800000.0,6859000000.0,53091100000.0,-2357400000.0,7254500000.0
MCK,4041000000.0,4171000000.0,12828000000.0,308951000000.0,3002000000.0,4676000000.0,3658000000.0,67443000000.0,52357000000.0,7390000000.0,-687000000.0,3627000000.0
MDT,5556000000.0,5520000000.0,21148000000.0,32364000000.0,3676000000.0,8203000000.0,75177000000.0,89981000000.0,10789000000.0,25024000000.0,-1587000000.0,5200000000.0
MRK,3035000000.0,2954000000.0,43989000000.0,60115000000.0,365000000.0,6907000000.0,72636000000.0,106675000000.0,25694000000.0,35055000000.0,-3863000000.0,9143000000.0
MET,3207000000.0,,,66407000000.0,1578000000.0,,48811000000.0,687584000000.0,,18828000000.0,,13721000000.0
MTD,1051094000.0,1079683000.0,2241286000.0,3788309000.0,788778000.0,1172258000.0,1930901000.0,3355555000.0,1181082000.0,2080839000.0,-105323000.0,860551000.0
MSFT,91279000000.0,88523000000.0,146052000000.0,211915000000.0,72361000000.0,105140000000.0,253460000000.0,411976000000.0,104149000000.0,59965000000.0,-28107000000.0,59475000000.0
MCHP,2556900000.0,2558700000.0,4995700000.0,7634400000.0,1906900000.0,3436400000.0,12657600000.0,15873200000.0,2519400000.0,6032400000.0,-285100000.0,2607600000.0
MU,-5270000000.0,-5459000000.0,-1416000000.0,15540000000.0,-5833000000.0,2486000000.0,56169000000.0,64254000000.0,4765000000.0,13933000000.0,-7676000000.0,-6117000000.0
MAA,720079000.0,688902000.0,815264000.0,2148468000.0,552806000.0,1285936000.0,10653454000.0,11484503000.0,1061275000.0,4567569000.0,-539376000.0,597811000.0
MRNA,-3904000000.0,-4239000000.0,2061000000.0,6754000000.0,-4714000000.0,-3283000000.0,13854000000.0,18426000000.0,3015000000.0,1243000000.0,-707000000.0,-3825000000.0
MHK,-276995000.0,589936000.0,2709652000.0,11135115000.0,-439516000.0,353332000.0,10326571000.0,13559869000.0,3145914000.0,3149866000.0,-612929000.0,716300000.0
MOH,1573000000.0,1573000000.0,4334000000.0,34072000000.0,1091000000.0,1744000000.0,6395000000.0,14892000000.0,8168000000.0,2385000000.0,-84000000.0,1578000000.0
TAP,1486500000.0,1599100000.0,4368800000.0,11702100000.0,948900000.0,2169300000.0,19419900000.0,26375100000.0,4092600000.0,6270800000.0,-671500000.0,1407500000.0
MDLZ,6430000000.0,5611000000.0,13764000000.0,36016000000.0,4959000000.0,7645000000.0,47740000000.0,71391000000.0,19013000000.0,19945000000.0,-1112000000.0,3602000000.0
MPWR,481736000.0,481736000.0,1021119000.0,1821072000.0,427374000.0,521904000.0,2049939000.0,2434353000.0,235035000.0,5565000.0,-57578000.0,580635000.0
